Document,Word,DocumentIndex,WordIndex,TfidfValue,WordDifficultyScore,WordDifficulty
Academic Articles,state,0,2277,0.011020280533828338,0.0,easy
Academic Articles,measurement,0,1443,0.026122539680763543,0.72,hard
Academic Articles,continuity,0,493,0.00248786092197748,0.72,hard
Academic Articles,need,0,1538,0.10784869434368069,0.0,easy
Academic Articles,following,0,960,0.029327276532053522,0.03,easy
Academic Articles,agenda,0,73,0.0037317913829662203,0.71,hard
Academic Articles,cause,0,333,0.011754965902750228,0.0,easy
Academic Articles,specifically,0,2238,0.007568329427626716,0.68,hard
Academic Articles,committee,0,421,0.012439304609887401,0.24,easy
Academic Articles,international,0,1237,0.019866864747520127,0.26,easy
Academic Articles,data,0,562,0.31518002326749045,0.13,easy
Academic Articles,review,0,2035,0.007463582765932441,0.06,easy
Academic Articles,consider,0,472,0.012298535319893411,0.12,easy
Academic Articles,adequacy,0,47,0.00497572184395496,0.79,hard
Academic Articles,living,0,1362,0.0062196523049437005,0.0,easy
Academic Articles,program,0,1855,0.030273317710506863,0.0,easy
Academic Articles,application,0,133,0.01990288737581984,0.16,easy
Academic Articles,initiative,0,1197,0.00497572184395496,0.65,hard
Academic Articles,reaching,0,1940,0.005142797582453225,0.6,hard
Academic Articles,modeling,0,1490,0.07126448078542326,0.73,hard
Academic Articles,validation,0,2599,0.04478149659559464,0.79,hard
Academic Articles,assimilation,0,168,0.03856184429065094,0.75,hard
Academic Articles,ensemble,0,795,0.024597070639786823,0.61,hard
Academic Articles,assess,0,164,0.00870751322692118,0.69,hard
Academic Articles,value,0,2601,0.00870751322692118,0.01,easy
Academic Articles,providing,0,1885,0.01741502645384236,0.6,hard
Academic Articles,forecasting,0,966,0.027435194175146844,0.77,hard
Academic Articles,take,0,2389,0.010406452962986734,0.0,easy
Academic Articles,account,0,17,0.00497572184395496,0.03,easy
Academic Articles,gap,0,1010,0.023651029461333486,0.57,hard
Academic Articles,analysis,0,111,0.02791804401903179,0.41,easy
Academic Articles,report,0,2002,0.005877482951375114,0.06,easy
Academic Articles,identify,0,1136,0.00497572184395496,0.55,hard
Academic Articles,key,0,1282,0.0577085118856537,0.0,easy
Academic Articles,virtually,0,2628,0.00124393046098874,0.56,hard
Academic Articles,travel,0,2499,0.006622288249173377,0.27,easy
Academic Articles,observational,0,1598,0.03980577475163968,0.82,hard
Academic Articles,community,0,425,0.06622288249173376,0.1,easy
Academic Articles,project,0,1859,0.001892082356906679,0.07,easy
Academic Articles,opera,0,1623,0.007463582765932441,0.55,hard
Academic Articles,pool,0,1776,0.00124393046098874,0.2,easy
Academic Articles,guide,0,1072,0.00124393046098874,0.13,easy
Academic Articles,statement,0,2279,0.00124393046098874,0.04,easy
Academic Articles,session,0,2129,0.02861040060274102,0.26,easy
Academic Articles,present,0,1815,0.005676247070720036,0.0,easy
Academic Articles,around,0,150,0.011020280533828338,0.0,easy
Academic Articles,clarity,0,372,0.00124393046098874,0.68,hard
Academic Articles,conciseness,0,453,0.00124393046098874,0.79,hard
Academic Articles,chapter,0,355,0.013683235070876138,0.54,easy
Academic Articles,provide,0,1882,0.036895605959680236,0.04,easy
Academic Articles,direct,0,648,0.0036734268446094462,0.05,easy
Academic Articles,engineering,0,790,0.019866864747520127,0.68,hard
Academic Articles,medicine,0,1445,0.01119537414889866,0.54,easy
Academic Articles,press,0,1819,0.007463582765932441,0.04,easy
Academic Articles,operation,0,1626,0.0062196523049437005,0.07,easy
Academic Articles,however,0,1124,0.02938741475687557,0.0,easy
Academic Articles,several,0,2134,0.01028559516490645,0.0,easy
Academic Articles,expressed,0,877,0.007463582765932441,0.48,easy
Academic Articles,advance,0,54,0.00995144368790992,0.14,easy
Academic Articles,finally,0,931,0.01608270003370677,0.03,easy
Academic Articles,development,0,629,0.015136658855253431,0.01,easy
Academic Articles,explicitly,0,866,0.00248786092197748,0.78,hard
Academic Articles,context,0,490,0.00248786092197748,0.12,easy
Academic Articles,background,0,219,0.005676247070720036,0.04,easy
Academic Articles,work,0,2686,0.013244576498346754,0.0,easy
Academic Articles,shop,0,2154,0.00124393046098874,0.34,easy
Academic Articles,different,0,638,0.03405748242432022,0.0,easy
Academic Articles,observation,0,1597,0.022775246436578564,0.37,easy
Academic Articles,sun,0,2352,0.03746895381501635,0.09,easy
Academic Articles,system,0,2382,0.08419766488234721,0.0,easy
Academic Articles,ground,0,1065,0.03500352360277356,0.01,easy
Academic Articles,respectively,0,2019,0.002838123535360018,0.63,hard
Academic Articles,separately,0,2121,0.00124393046098874,0.77,hard
Academic Articles,final,0,930,0.009460411784533395,0.02,easy
Academic Articles,cover,0,530,0.005676247070720036,0.01,easy
Academic Articles,entire,0,799,0.012298535319893411,0.01,easy
Academic Articles,scale,0,2088,0.03673426844609446,0.05,easy
Academic Articles,upcoming,0,2579,0.00870751322692118,0.74,hard
Academic Articles,increasingly,0,1173,0.003784164713813358,0.64,hard
Academic Articles,navigation,0,1532,0.011352494141440073,0.61,hard
Academic Articles,given,0,1034,0.011020280533828338,0.0,easy
Academic Articles,next,0,1554,0.015428392747359673,0.0,easy
Academic Articles,noted,0,1582,0.016897763485203453,0.39,easy
Academic Articles,include,0,1163,0.03311144124586688,0.12,easy
Academic Articles,representation,0,2004,0.00248786092197748,0.63,hard
Academic Articles,chosen,0,365,0.00248786092197748,0.31,easy
Academic Articles,diverse,0,685,0.00248786092197748,0.69,hard
Academic Articles,technical,0,2401,0.00497572184395496,0.23,easy
Academic Articles,independent,0,1174,0.0037317913829662203,0.37,easy
Academic Articles,candid,0,311,0.00124393046098874,0.7,hard
Academic Articles,cal,0,303,0.00497572184395496,0.72,hard
Academic Articles,assist,0,170,0.00124393046098874,0.59,hard
Academic Articles,institutional,0,1209,0.00124393046098874,0.8,hard
Academic Articles,quality,0,1904,0.008514370606080054,0.02,easy
Academic Articles,objectivity,0,1594,0.00124393046098874,0.82,hard
Academic Articles,evidence,0,836,0.00248786092197748,0.13,easy
Academic Articles,charge,0,357,0.00248786092197748,0.01,easy
Academic Articles,draft,0,701,0.00248786092197748,0.41,easy
Academic Articles,manuscript,0,1410,0.00124393046098874,0.76,hard
Academic Articles,remain,0,1995,0.0047302058922666975,0.2,easy
Academic Articles,corporation,0,512,0.01741502645384236,0.59,hard
Academic Articles,joe,0,1272,0.0062196523049437005,0.25,easy
Academic Articles,university,0,2562,0.028381235353600185,0.52,easy
Academic Articles,spence,0,2247,0.00124393046098874,0.75,hard
Academic Articles,although,0,99,0.011754965902750228,0.0,easy
Academic Articles,listed,0,1358,0.00248786092197748,0.55,hard
Academic Articles,many,0,1411,0.01892082356906679,0.0,easy
Academic Articles,constructive,0,486,0.00124393046098874,0.73,hard
Academic Articles,see,0,2109,0.024979302543344233,0.0,easy
Academic Articles,release,0,1989,0.0047302058922666975,0.03,easy
Academic Articles,nae,0,1521,0.00124393046098874,0.76,hard
Academic Articles,new,0,1551,0.07199916615434514,0.0,easy
Academic Articles,jersey,0,1269,0.00497572184395496,0.7,hard
Academic Articles,responsible,0,2023,0.002938741475687557,0.18,easy
Academic Articles,making,0,1400,0.01741502645384236,0.0,easy
Academic Articles,certain,0,343,0.001892082356906679,0.0,easy
Academic Articles,carried,0,325,0.0037317913829662203,0.28,easy
Academic Articles,care,0,321,0.00248786092197748,0.0,easy
Academic Articles,fully,0,996,0.002938741475687557,0.2,easy
Academic Articles,considered,0,475,0.0009460411784533395,0.2,easy
Academic Articles,responsibility,0,2022,0.00124393046098874,0.35,easy
Academic Articles,content,0,489,0.00870751322692118,0.1,easy
Academic Articles,entirely,0,800,0.00124393046098874,0.26,easy
Academic Articles,summary,0,2350,0.006622288249173377,0.7,hard
Academic Articles,agency,0,72,0.014190617676800093,0.46,easy
Academic Articles,interagency,0,1227,0.02239074829779732,0.84,hard
Academic Articles,user,0,2593,0.0186589569148311,0.23,easy
Academic Articles,wind,0,2680,0.07640727836787647,0.05,easy
Academic Articles,ionosphere,0,1256,0.0577085118856537,0.76,hard
Academic Articles,coupling,0,527,0.03483005290768472,0.71,hard
Academic Articles,machine,0,1382,0.0373179138296622,0.06,easy
Academic Articles,learning,0,1324,0.03358612244669598,0.24,easy
Academic Articles,fusion,0,1003,0.014927165531864881,0.62,hard
Academic Articles,model,0,1489,0.04922391971776658,0.15,easy
Academic Articles,curation,0,549,0.021146817836808583,0.8,hard
Academic Articles,reference,0,1968,0.00497572184395496,0.28,easy
Academic Articles,staff,0,2265,0.00124393046098874,0.26,easy
Academic Articles,environmental,0,803,0.01702874121216011,0.8,hard
Academic Articles,information,0,1187,0.0359495647812269,0.03,easy
Academic Articles,service,0,2128,0.013244576498346754,0.01,easy
Academic Articles,scientific,0,2095,0.021758947104426808,0.57,hard
Academic Articles,current,0,550,0.0411423806596258,0.01,easy
Academic Articles,outside,0,1662,0.002838123535360018,0.01,easy
Academic Articles,division,0,688,0.01119537414889866,0.12,easy
Academic Articles,newly,0,1552,0.0007346853689218892,0.6,hard
Academic Articles,process,0,1843,0.01741502645384236,0.01,easy
Academic Articles,planetary,0,1759,0.011352494141440073,0.69,hard
Academic Articles,ing,0,1191,0.02363467875878606,0.71,hard
Academic Articles,impact,0,1144,0.007568329427626716,0.24,easy
Academic Articles,example,0,844,0.03311144124586688,0.0,easy
Academic Articles,instrument,0,1210,0.01892082356906679,0.17,easy
Academic Articles,gateway,0,1013,0.00248786092197748,0.75,hard
Academic Articles,make,0,1399,0.007568329427626716,0.0,easy
Academic Articles,lunar,0,1380,0.007463582765932441,0.74,hard
Academic Articles,observatory,0,1600,0.013224336640594006,0.82,hard
Academic Articles,basic,0,231,0.007463582765932441,0.09,easy
Academic Articles,exam,0,842,0.00124393046098874,0.74,hard
Academic Articles,energetics,0,786,0.00248786092197748,0.82,hard
Academic Articles,cedar,0,336,0.0037317913829662203,0.69,hard
Academic Articles,environment,0,802,0.0271833586501099,0.61,hard
Academic Articles,gem,0,1016,0.00248786092197748,0.6,hard
Academic Articles,interplanetary,0,1238,0.00808153905814078,0.83,hard
Academic Articles,shine,0,2151,0.00248786092197748,0.45,easy
Academic Articles,center,0,339,0.03159147086364124,0.03,easy
Academic Articles,directorate,0,655,0.007463582765932441,0.78,hard
Academic Articles,mathematical,0,1429,0.00248786092197748,0.72,hard
Academic Articles,physical,0,1747,0.025543111818240163,0.07,easy
Academic Articles,plasma,0,1760,0.035264897708250684,0.7,hard
Academic Articles,physic,0,1746,0.05108622363648033,0.74,hard
Academic Articles,magnetometer,0,1393,0.00497572184395496,0.81,hard
Academic Articles,neutron,0,1548,0.00248786092197748,0.76,hard
Academic Articles,observing,0,1603,0.02861040060274102,0.75,hard
Academic Articles,priority,0,1832,0.00124393046098874,0.75,hard
Academic Articles,recently,0,1956,0.011020280533828338,0.18,easy
Academic Articles,force,0,962,0.010406452962986734,0.0,easy
Academic Articles,domain,0,694,0.013683235070876138,0.54,easy
Academic Articles,awareness,0,215,0.009460411784533395,0.67,hard
Academic Articles,goal,0,1040,0.001892082356906679,0.36,easy
Academic Articles,involve,0,1249,0.007463582765932441,0.51,easy
Academic Articles,suite,0,2348,0.01119537414889866,0.6,hard
Academic Articles,open,0,1622,0.011352494141440073,0.0,easy
Academic Articles,concerning,0,451,0.01119537414889866,0.59,hard
Academic Articles,commercial,0,418,0.04446393538730695,0.39,easy
Academic Articles,traffic,0,2483,0.012298535319893411,0.44,easy
Academic Articles,management,0,1403,0.008514370606080054,0.37,easy
Academic Articles,charter,0,360,0.00248786092197748,0.62,hard
Academic Articles,improve,0,1154,0.013244576498346754,0.45,easy
Academic Articles,sustaining,0,2371,0.0009460411784533395,0.78,hard
Academic Articles,fundamental,0,998,0.007463582765932441,0.57,hard
Academic Articles,forecast,0,964,0.00955090979598456,0.57,hard
Academic Articles,supporting,0,2358,0.00497572184395496,0.23,easy
Academic Articles,private,0,1833,0.013683235070876138,0.01,easy
Academic Articles,paradigm,0,1684,0.00497572184395496,0.72,hard
Academic Articles,furthermore,0,1001,0.01608270003370677,0.76,hard
Academic Articles,structure,0,2315,0.01741502645384236,0.09,easy
Academic Articles,digital,0,643,0.0037317913829662203,0.66,hard
Academic Articles,support,0,2357,0.0312193588889602,0.0,easy
Academic Articles,radiation,0,1919,0.03673426844609446,0.47,easy
Academic Articles,station,0,2280,0.002838123535360018,0.06,easy
Academic Articles,repository,0,2003,0.007463582765932441,0.78,hard
Academic Articles,protect,0,1875,0.001892082356906679,0.46,easy
Academic Articles,social,0,2195,0.00248786092197748,0.01,easy
Academic Articles,economic,0,729,0.006622288249173377,0.06,easy
Academic Articles,working,0,2688,0.005676247070720036,0.0,easy
Academic Articles,branch,0,278,0.001892082356906679,0.14,easy
Academic Articles,understanding,0,2544,0.03216540006741354,0.27,easy
Academic Articles,phenomenon,0,1740,0.014190617676800093,0.69,hard
Academic Articles,advisory,0,60,0.007463582765932441,0.77,hard
Academic Articles,advice,0,59,0.0037317913829662203,0.52,easy
Academic Articles,sector,0,2107,0.007568329427626716,0.55,hard
Academic Articles,end,0,780,0.005676247070720036,0.0,easy
Academic Articles,help,0,1098,0.011352494141440073,0.0,easy
Academic Articles,communication,0,424,0.00955090979598456,0.63,hard
Academic Articles,among,0,106,0.01028559516490645,0.0,easy
Academic Articles,effort,0,746,0.014927165531864881,0.07,easy
Academic Articles,framework,0,983,0.021146817836808583,0.67,hard
Academic Articles,activity,0,35,0.011754965902750228,0.36,easy
Academic Articles,hazard,0,1088,0.008514370606080054,0.63,hard
Academic Articles,exploration,0,868,0.00497572184395496,0.63,hard
Academic Articles,situational,0,2183,0.00497572184395496,0.84,hard
Academic Articles,aviation,0,210,0.010406452962986734,0.73,hard
Academic Articles,intent,0,1222,0.00124393046098874,0.62,hard
Academic Articles,term,0,2419,0.0062196523049437005,0.11,easy
Academic Articles,use,0,2590,0.028381235353600185,0.0,easy
Academic Articles,particularly,0,1695,0.013683235070876138,0.09,easy
Academic Articles,north,0,1571,0.006612168320297003,0.14,easy
Academic Articles,reliability,0,1992,0.012439304609887401,0.85,hard
Academic Articles,mandatory,0,1405,0.00248786092197748,0.73,hard
Academic Articles,grid,0,1064,0.01028559516490645,0.67,hard
Academic Articles,assessment,0,166,0.00248786092197748,0.67,hard
Academic Articles,especially,0,818,0.012298535319893411,0.02,easy
Academic Articles,extreme,0,887,0.009460411784533395,0.35,easy
Academic Articles,thus,0,2458,0.020812905925973468,0.1,easy
Academic Articles,old,0,1618,0.0009460411784533395,0.0,easy
Academic Articles,field,0,924,0.043346436766391466,0.0,easy
Academic Articles,mitigate,0,1483,0.00248786092197748,0.76,hard
Academic Articles,possible,0,1787,0.008816224427062671,0.0,easy
Academic Articles,lead,0,1316,0.02239074829779732,0.0,easy
Academic Articles,time,0,2459,0.04187706602854768,0.0,easy
Academic Articles,ideally,0,1134,0.00248786092197748,0.77,hard
Academic Articles,importance,0,1149,0.0062196523049437005,0.32,easy
Academic Articles,significant,0,2166,0.0205711903298129,0.42,easy
Academic Articles,objective,0,1593,0.00124393046098874,0.44,easy
Academic Articles,understand,0,2543,0.007568329427626716,0.03,easy
Academic Articles,underlie,0,2539,0.00124393046098874,0.77,hard
Academic Articles,intrinsic,0,1243,0.00124393046098874,0.75,hard
Academic Articles,natural,0,1528,0.001892082356906679,0.02,easy
Academic Articles,intersection,0,1242,0.00248786092197748,0.69,hard
Academic Articles,applied,0,134,0.02363467875878606,0.43,easy
Academic Articles,five,0,940,0.0044081122135313355,0.0,easy
Academic Articles,aboard,0,2,0.00248786092197748,0.48,easy
Academic Articles,aircraft,0,84,0.0047302058922666975,0.59,hard
Academic Articles,ionospheric,0,1257,0.03856184429065094,0.8,hard
Academic Articles,expansion,0,857,0.001892082356906679,0.28,easy
Academic Articles,orbital,0,1637,0.007463582765932441,0.74,hard
Academic Articles,collision,0,403,0.007463582765932441,0.72,hard
Academic Articles,induced,0,1181,0.007568329427626716,0.71,hard
Academic Articles,behavior,0,242,0.005676247070720036,0.3,easy
Academic Articles,approach,0,136,0.01702874121216011,0.08,easy
Academic Articles,concurrent,0,455,0.00497572184395496,0.77,hard
Academic Articles,combined,0,408,0.011754965902750228,0.55,hard
Academic Articles,advanced,0,55,0.008514370606080054,0.32,easy
Academic Articles,mass,0,1423,0.0205711903298129,0.1,easy
Academic Articles,earth,0,720,0.03453021233932879,0.0,easy
Academic Articles,past,0,1702,0.002938741475687557,0.0,easy
Academic Articles,strategically,0,2302,0.0062196523049437005,0.8,hard
Academic Articles,individual,0,1179,0.00497572184395496,0.05,easy
Academic Articles,basis,0,233,0.0037317913829662203,0.11,easy
Academic Articles,suffer,0,2340,0.0037317913829662203,0.32,easy
Academic Articles,since,0,2177,0.011754965902750228,0.0,easy
Academic Articles,simultaneously,0,2176,0.00248786092197748,0.75,hard
Academic Articles,greatly,0,1061,0.00248786092197748,0.48,easy
Academic Articles,benefit,0,248,0.013683235070876138,0.41,easy
Academic Articles,collaboration,0,396,0.014927165531864881,0.78,hard
Academic Articles,necessary,0,1537,0.00497572184395496,0.01,easy
Academic Articles,place,0,1753,0.007463582765932441,0.0,easy
Academic Articles,vast,0,2610,0.0062196523049437005,0.45,easy
Academic Articles,enable,0,777,0.00870751322692118,0.53,easy
Academic Articles,require,0,2008,0.053924347171840345,0.3,easy
Academic Articles,substantial,0,2332,0.0037317913829662203,0.42,easy
Academic Articles,robust,0,2052,0.006622288249173377,0.68,hard
Academic Articles,interpretive,0,1241,0.00124393046098874,0.81,hard
Academic Articles,important,0,1150,0.030273317710506863,0.0,easy
Academic Articles,extend,0,878,0.00124393046098874,0.28,easy
Academic Articles,terrestrial,0,2421,0.019866864747520127,0.73,hard
Academic Articles,perspective,0,1735,0.00870751322692118,0.62,hard
Academic Articles,note,0,1581,0.008816224427062671,0.01,easy
Academic Articles,small,0,2190,0.006612168320297003,0.0,easy
Academic Articles,ranging,0,1930,0.006622288249173377,0.65,hard
Academic Articles,inner,0,1199,0.007463582765932441,0.43,easy
Academic Articles,geophysical,0,1028,0.01028559516490645,0.81,hard
Academic Articles,long,0,1366,0.005142797582453225,0.0,easy
Academic Articles,asset,0,167,0.011352494141440073,0.71,hard
Academic Articles,rare,0,1933,0.009460411784533395,0.36,easy
Academic Articles,neither,0,1543,0.00248786092197748,0.11,easy
Academic Articles,well,0,2660,0.021305875698734787,0.0,easy
Academic Articles,understood,0,2545,0.007463582765932441,0.53,easy
Academic Articles,currently,0,551,0.015428392747359673,0.54,easy
Academic Articles,available,0,208,0.017632448854125342,0.03,easy
Academic Articles,pose,0,1783,0.00248786092197748,0.53,easy
Academic Articles,high,0,1105,0.008816224427062671,0.0,easy
Academic Articles,continuous,0,494,0.012298535319893411,0.68,hard
Academic Articles,detailed,0,617,0.0062196523049437005,0.58,hard
Academic Articles,top,0,2473,0.00870751322692118,0.0,easy
Academic Articles,line,0,1352,0.008816224427062671,0.0,easy
Academic Articles,near,0,1534,0.006612168320297003,0.01,easy
Academic Articles,sheet,0,2143,0.00870751322692118,0.3,easy
Academic Articles,electron,0,758,0.014693707378437785,0.71,hard
Academic Articles,ion,0,1253,0.01741502645384236,0.73,hard
Academic Articles,orbit,0,1636,0.024979302543344233,0.63,hard
Academic Articles,medium,0,1446,0.00497572184395496,0.23,easy
Academic Articles,ring,0,2043,0.013683235070876138,0.08,easy
Academic Articles,belt,0,246,0.01741502645384236,0.44,easy
Academic Articles,acceleration,0,11,0.00497572184395496,0.77,hard
Academic Articles,pro,0,1835,0.0062196523049437005,0.6,hard
Academic Articles,energetic,0,785,0.016897763485203453,0.72,hard
Academic Articles,particle,0,1693,0.03232615623256312,0.71,hard
Academic Articles,cusp,0,553,0.0037317913829662203,0.7,hard
Academic Articles,auroral,0,199,0.012298535319893411,0.77,hard
Academic Articles,region,0,1978,0.011754965902750228,0.45,easy
Academic Articles,precipitation,0,1799,0.012439304609887401,0.76,hard
Academic Articles,global,0,1037,0.05487038835029369,0.65,hard
Academic Articles,versus,0,2619,0.014927165531864881,0.69,hard
Academic Articles,low,0,1376,0.01028559516490645,0.0,easy
Academic Articles,speed,0,2246,0.002938741475687557,0.15,easy
Academic Articles,collisional,0,404,0.00124393046098874,0.82,hard
Academic Articles,spatial,0,2229,0.029854331063729762,0.74,hard
Academic Articles,kinetic,0,1286,0.00995144368790992,0.73,hard
Academic Articles,true,0,2514,0.0037317913829662203,0.0,easy
Academic Articles,even,0,828,0.010406452962986734,0.0,easy
Academic Articles,stratosphere,0,2304,0.00124393046098874,0.76,hard
Academic Articles,forcing,0,963,0.012439304609887401,0.71,hard
Academic Articles,often,0,1616,0.014190617676800093,0.0,easy
Academic Articles,extra,0,884,0.001892082356906679,0.21,easy
Academic Articles,capacity,0,317,0.00248786092197748,0.32,easy
Academic Articles,additional,0,44,0.01797478239061345,0.42,easy
Academic Articles,generally,0,1018,0.005877482951375114,0.24,easy
Academic Articles,concerned,0,450,0.0009460411784533395,0.25,easy
Academic Articles,simulation,0,2174,0.01119537414889866,0.76,hard
Academic Articles,missing,0,1480,0.016171095992853622,0.05,easy
Academic Articles,error,0,814,0.003784164713813358,0.0,easy
Academic Articles,gaining,0,1006,0.00497572184395496,0.72,hard
Academic Articles,numerical,0,1591,0.00870751322692118,0.75,hard
Academic Articles,large,0,1298,0.01836713422304723,0.0,easy
Academic Articles,treat,0,2502,0.00124393046098874,0.32,easy
Academic Articles,indicate,0,1176,0.00497572184395496,0.49,easy
Academic Articles,increase,0,1171,0.0073468536892188924,0.01,easy
Academic Articles,resolution,0,2015,0.02363467875878606,0.32,easy
Academic Articles,computational,0,444,0.01119537414889866,0.83,hard
Academic Articles,still,0,2295,0.006612168320297003,0.0,easy
Academic Articles,pressing,0,1820,0.00248786092197748,0.55,hard
Academic Articles,already,0,95,0.0047302058922666975,0.0,easy
Academic Articles,either,0,748,0.005142797582453225,0.0,easy
Academic Articles,right,0,2039,0.009460411784533395,0.0,easy
Academic Articles,cadence,0,302,0.0037317913829662203,0.73,hard
Academic Articles,contain,0,488,0.00248786092197748,0.43,easy
Academic Articles,yet,0,2700,0.013959022009515895,0.0,easy
Academic Articles,standardized,0,2272,0.0037317913829662203,0.77,hard
Academic Articles,acquire,0,27,0.00124393046098874,0.46,easy
Academic Articles,simultaneous,0,2175,0.00248786092197748,0.81,hard
Academic Articles,operating,0,1625,0.0037317913829662203,0.46,easy
Academic Articles,solution,0,2204,0.014927165531864881,0.5,easy
Academic Articles,sparsity,0,2228,0.00124393046098874,0.79,hard
