Sentence,Title,SourceTextType,SentimentLabel,SentimentScore
quite different from your average terrestrial rain or snow space weather in our solar system is composed of radiation and particles from the sun,NasaNews,newsArticle,neutral,0.4495968222618103
the sun is made up of superhot electrically charged plasma the fourth state of matter,NasaNews,newsArticle,positive,0.4665096700191498
plasma constantly streams toward the planets as solar wind pouring energy into nearearth space,NasaNews,newsArticle,positive,0.432743638753891
thats not all the sun is capable of,NasaNews,newsArticle,positive,0.4180740416049957
sometimes it hosts much more dramatic events,NasaNews,newsArticle,positive,0.4104638993740082
solar flares are tremendous explosions on the surface of the sun releasing energy which travels at the speed of light,NasaNews,newsArticle,neutral,0.4296291172504425
their effects on earth are apparent in eight minutes,NasaNews,newsArticle,positive,0.40246909856796265
coronal mass ejections cmes are eruptions of large clouds of solar plasma and magnetic fields from the sun,NasaNews,newsArticle,neutral,0.4349743723869324
the geomagnetic storms resulting from these events may occur one or several days later,NasaNews,newsArticle,neutral,0.4705708622932434
cmes and solar flares can also occur at the same time,NasaNews,newsArticle,neutral,0.45323193073272705
coronal mass ejections and solar flares credits nasas goddard space flight centermary pat hrybykkeith the sun operates in an elevenyear solar cycle and cmes and flares are more common during the middle part of the solar cycle called solar maximum,NasaNews,newsArticle,neutral,0.4163011908531189
during solar maximum the sun may produce several cmes per day and a few truly massive explosions per year said antti pulkkinen director of the heliophysics science division at nasa goddard,NasaNews,newsArticle,neutral,0.4330483376979828
in comparison during solar minimum the sun may be relatively quiet for extended periods of time,NasaNews,newsArticle,neutral,0.45174112915992737
in solar cycle  the sun is expected to hit solar maximum around  ,NasaNews,newsArticle,positive,0.46635010838508606
sowhy doesnt space weather just torch us,NasaNews,newsArticle,positive,0.4629296660423279
earth has a strong large magnetic field produced by charged molten iron churning in its core,NasaNews,newsArticle,positive,0.44420918822288513
that field keeps away most of the charged solar wind streaming toward earth just like an umbrella works in a rainstorm,NasaNews,newsArticle,neutral,0.4313640892505646
the area within the safety of earths magnetic field is called the magnetosphere,NasaNews,newsArticle,positive,0.4093590974807739
an illustration of the sun interacting with earths magnetosphere credits nasas goddard space flight centermary pat hrybykkeith earths magnetosphere is quite large and strong,NasaNews,newsArticle,positive,0.4822963774204254
on the side away from the sun it extends hundreds of times the length of earths roughly  mileradius,NasaNews,newsArticle,positive,0.4369293451309204
the magnetosphere faces much more pressure on the side facing the sun where it extends to times earths radius between around  miles to  miles,NasaNews,newsArticle,positive,0.42962250113487244
the magnetosphere is this really nice protective shield halford said,NasaNews,newsArticle,positive,0.40978899598121643
it blocks out most of the radiation and bad weather that you get in space but not all of it,NasaNews,newsArticle,neutral,0.4640985429286957
another barrier is earths thick atmosphere which blocks harmful light radiation from the sun from reaching earths surface ,NasaNews,newsArticle,neutral,0.4676830768585205
what are the effects of space weather on earth,NasaNews,newsArticle,neutral,0.41266927123069763
as halford explains the protection offered by the magnetosphere isnt perfect,NasaNews,newsArticle,positive,0.46362975239753723
there are three main ways that an explosion on the suns surface can affect earth,NasaNews,newsArticle,neutral,0.47213348746299744
radio blackout storm this type of storm generated by electromagnetic energy light mostly in wavelengths that are invisible to human eyes is most likely to occur following a solar flare,NasaNews,newsArticle,neutral,0.4171524941921234
it takes light only eight minutes to reach earth from the sun so the effects from this type of event are almost immediate,NasaNews,newsArticle,neutral,0.44397804141044617
electromagnetic energy released in flares disrupts earths upper atmosphere the region where communication signals travel and can cause signal blackouts,NasaNews,newsArticle,neutral,0.43867719173431396
one risk of a radio blackout is that radios are often used for emergency communications for instance to direct people amid an earthquake or hurricane,NasaNews,newsArticle,neutral,0.3984339237213135
imagine that a solar storm happens to coincide with a natural disaster when radio communications are essential for keeping people safe,NasaNews,newsArticle,neutral,0.45070287585258484
this happened during the september hurricane irma,NasaNews,newsArticle,neutral,0.4333641827106476
if operators are notified quickly halford says they can change radio frequencies and avoid an outage,NasaNews,newsArticle,neutral,0.4143825173377991
solar radiation storm a solar radiation storm emits a sea of very small fastmoving charged particles,NasaNews,newsArticle,neutral,0.4397869110107422
at their accelerated speed these particles carry lots of energy and can permeate the magnetosphere and endanger astronauts and spacecraft in earths orbit,NasaNews,newsArticle,neutral,0.47356247901916504
to avoid the radiation impact sensitive systems in satellites may be powered off and astronauts may be instructed to build shelter or move to better shielded sections within their spacecraft,NasaNews,newsArticle,neutral,0.4515014886856079
halford likens it to hiding in a basement during a tornado,NasaNews,newsArticle,positive,0.397209107875824
geomagnetic storm within one to three days of a solar eruption giant clouds of plasma cmes may reach earths orbit compressing the magnetosphere,NasaNews,newsArticle,neutral,0.4390898048877716
the influx of charged particles and electromagnetic fields rippling through earths magnetosphere can induce currents in many important electrical systems on earths surface including power grids,NasaNews,newsArticle,neutral,0.4528244733810425
major blackouts from geomagnetic storms occurred in and ,NasaNews,newsArticle,neutral,0.4626539349555969
halford and pulkkinen said in many countries including the united states there are safeguards in place to decrease the likelihood of this happening again ,NasaNews,newsArticle,neutral,0.4597203731536865
how do scientists monitor space weather,NasaNews,newsArticle,neutral,0.43998658657073975
a variety of agencies keep close watch on space weather,NasaNews,newsArticle,neutral,0.4425179362297058
noaas space weather prediction center is the us governments official source for space weather forecasts,NasaNews,newsArticle,neutral,0.4073117673397064
nasa heliophysics coordinates research efforts with noaa the national science foundation the us geological survey and the us air force research laboratory on the national space weather strategy and action plan,NasaNews,newsArticle,positive,0.4234730005264282
nasa heliophysics also maintains a fleet of scientific observatories to observe solar eruptions and earthdirected space weather ,NasaNews,newsArticle,positive,0.42053142189979553
can individuals prepare for space weather events,NasaNews,newsArticle,positive,0.46411749720573425
auroras shimmer over nylesund svalbard,NasaNews,newsArticle,positive,0.43836861848831177
a green lidar beam shoots into the sky in the foreground,NasaNews,newsArticle,positive,0.4326746463775635
credits nasajoy ng scientists and federal government organizations monitor and prepare for space weather events,NasaNews,newsArticle,positive,0.4288751780986786
engineers work to build radhard or radiation resistant satellites,NasaNews,newsArticle,positive,0.4518790543079376
astronauts may need to take shelter during certain space weather events,NasaNews,newsArticle,neutral,0.45249995589256287
power grid operators may implement safeguards against geomagnetic storm effects,NasaNews,newsArticle,positive,0.45046466588974
the united states government maintains a webpage with information about what to do if space weather causes a power outage or other damage,NasaNews,newsArticle,neutral,0.4645845890045166
however for most individuals halford says theres only one thing they may wish to do in the event of a space weather event prepare for the aurora,NasaNews,newsArticle,neutral,0.41802895069122314
those near the poles may get to see beautiful displays of light in the sky as the loss of particles from the magnetosphere during a geomagnetic storm excites particles in earths atmosphere,NasaNews,newsArticle,neutral,0.4080977439880371
traveling to a location with a good view may require a flight a hotel reservation a hot chocolate and a warm blanket,NasaNews,newsArticle,positive,0.43189603090286255
by alison goldnasas goddard space flight center greenbelt md,NasaNews,newsArticle,positive,0.45907822251319885
this week solar flares sent a huge blast of xrays and charged particles screaming towards the earth,NprPlanesPowerGridsNews,newsArticle,neutral,0.49547138810157776
solar astronomer david hathaway and physicist doug biesecker discuss the suns explosive behavior and how that space weather affects satellites airplanes and the electric grid,NprPlanesPowerGridsNews,newsArticle,neutral,0.4275292158126831
sponsor message related npr stories space newly fallen meteorites offer fresh look at mars space kepler telescope spots tiniest exoplanets yet space spacex craft to head to space stationira flatow host youve probably heard the news earlier this week,NprPlanesPowerGridsNews,newsArticle,positive,0.43953555822372437
there was an explosion on the surface of the sun a solar flare and because we at science friday want to know how everything works and why were calling in a couple of experts to explain the abcs of a solar storm and actually how the sun workshow good are we at predicting these solar explosions,NprPlanesPowerGridsNews,newsArticle,neutral,0.41228485107421875
what effects can they have on the earth,NprPlanesPowerGridsNews,newsArticle,positive,0.4111284017562866
are there still some unsolved mysteries about the sun and how it works,NprPlanesPowerGridsNews,newsArticle,neutral,0.4298522472381592
let me introduce my guests,NprPlanesPowerGridsNews,newsArticle,neutral,0.42487362027168274
david hathaway is a solar astronomer at nasas marshall space flight center in huntsville alabama,NprPlanesPowerGridsNews,newsArticle,neutral,0.43235495686531067
welcome back to science friday dr hathawaydavid h hathaway thank you iraflatow youre welcome,NprPlanesPowerGridsNews,newsArticle,positive,0.46500837802886963
doug biesecker is a physicist at noaas space weather prediction center in boulder,NprPlanesPowerGridsNews,newsArticle,neutral,0.44450944662094116
he joins us from radio station kgnu in boulder,NprPlanesPowerGridsNews,newsArticle,positive,0.4402744472026825
welcome to science friday dr bieseckerdoug biesecker thanks for having me on the show iraflatow youre welcome,NprPlanesPowerGridsNews,newsArticle,positive,0.4184053838253021
david can you give us a playbyplay of what happened there on the sun this weekhathaway yeah it starts with a flash a solar flare that we see particularly in xrays from the sun,NprPlanesPowerGridsNews,newsArticle,positive,0.43017885088920593
the sun gets to  times brighter than normal in xrays from the sunspot region,NprPlanesPowerGridsNews,newsArticle,positive,0.45157796144485474
with that  we saw that of course in the time it takes light to get from the sun so eight and a half minutes or sowithin an hour we saw radiation from it,NprPlanesPowerGridsNews,newsArticle,neutral,0.45242899656295776
this is energetic subatomic particles electrons and protons and so forth and that built up pretty steadily and stayed high for days,NprPlanesPowerGridsNews,newsArticle,neutral,0.3911094665527344
that whole explosion its a magnetic explosion on the sun launched what we called a coronal mass ejectionthis is literally a billion tons of matter moving at a million miles an hour streaming through the solar system and it was aimed pretty much right at us,NprPlanesPowerGridsNews,newsArticle,neutral,0.42842912673950195
that hit us a couple days later and produced some spectacular auroral arraysflatow and is it going on still,NprPlanesPowerGridsNews,newsArticle,neutral,0.40866604447364807
is there still activity going onhathaway well its interesting you should ask,NprPlanesPowerGridsNews,newsArticle,positive,0.43462470173835754
that one has since calmed down but we are at this moment in the midst of an even bigger flare as far as xrays but its off the edge of the sun so were not going to get the dramatic fireworks here on earth from it,NprPlanesPowerGridsNews,newsArticle,neutral,0.3765908479690552
but we are at this moment in the midst of an xray flare thats even more powerful than the one from a few days agoflatow wowbiesecker ira in addition to that i just want to point out that the radiation storm is  from that is also in progressflatow so we called you at the right timehathaway indeedflatow all right were going to  we have a whole bunch of time to talk about it,NprPlanesPowerGridsNews,newsArticle,neutral,0.4074316918849945
so  is our number,NprPlanesPowerGridsNews,newsArticle,positive,0.4859309792518616
were going to talk about this new solar flare thats happening as we speak and bigger than the one that happened earlier this week,NprPlanesPowerGridsNews,newsArticle,neutral,0.43393808603286743
you can tweet us scifri scifri and you can also go to our facebook page and our websiteso well be back talking more about solar flares with david hathaway and doug biesecker,NprPlanesPowerGridsNews,newsArticle,neutral,0.45030879974365234
our number again ,NprPlanesPowerGridsNews,newsArticle,positive,0.4956866204738617
were in the middle of a big one and well talk about it some more,NprPlanesPowerGridsNews,newsArticle,neutral,0.46310484409332275
stay with us,NprPlanesPowerGridsNews,newsArticle,positive,0.4564819931983948
soundbite of musicflatow youre listening to science friday,NprPlanesPowerGridsNews,newsArticle,positive,0.4455796778202057
im ira flatow,NprPlanesPowerGridsNews,newsArticle,positive,0.44353634119033813
were talking about solar astronomy this hour with david hathaway of nasas marshall space flight center doug biesecker at noaas space weather prediction center,NprPlanesPowerGridsNews,newsArticle,positive,0.40202796459198
our number  and we called them up originally to talk about this weeks earlier solar flarebut we find out right now as we speak theres an even bigger one happening although not the one thats pointed at us,NprPlanesPowerGridsNews,newsArticle,neutral,0.4522039592266083
its not going to be hitting the earth,NprPlanesPowerGridsNews,newsArticle,positive,0.4184410274028778
is that correct dougbiesecker right so the active region these regions of intense magnetic field that produce flares and give us the coronal mass ejections the same region that gave us the activity earlier in the week has rotated in the fiveday sense to where its now seen at the edge of the sunand so the coronal mass ejection associated with this big flare is headed off away from earth,NprPlanesPowerGridsNews,newsArticle,neutral,0.40434595942497253
but even in spite of that we see the direct xrays and ultraviolet from the flare and any radiation being accelerated by the coronal mass ejection can still make its way to earth and were seeing both of those effects in progressflatow and what effect would it have on earth herehathaway well the flare the main effect is an atmospheric one,NprPlanesPowerGridsNews,newsArticle,neutral,0.43896201252937317
and the way you might be concerned about that well really you probably wouldnt be  but if youre somebody who uses highfrequency radio to communicate say a ham operator or youre in a ship at sea or youre even in a plane flying you know across the pacific ocean right now youd find your highfrequency radio probably isnt working because of this solar flarethe way that works is the signal has to bounce off a layer in the atmosphere known as the ionosphere and right now the ionosphere is very different from its normal state,NprPlanesPowerGridsNews,newsArticle,neutral,0.4252823293209076
and that bounce of the radio signal doesnt happen it in fact gets absorbed by the atmospherebiesecker so hf users  highfrequency users in the pacific right now are feeling the effects of this solar flareflatow were they warned about this onebiesecker well predicting a solar flare would have happened today at  eastern time,NprPlanesPowerGridsNews,newsArticle,neutral,0.42194637656211853
were not there yet,NprPlanesPowerGridsNews,newsArticle,neutral,0.3929865062236786
what we do is we look at these regions of intense magnetic field the sun spots how many of them are there how complex is the magnetic field contained within how big is itand from that we can compute our probability,NprPlanesPowerGridsNews,newsArticle,neutral,0.4025627076625824
so much like you might hear percent chance of rain tomorrow we can also say you know percent chance of solar flares tomorrowflatow so people in that area that youre saying pilots whatever who are flying they may be having trouble and not knowing why but probably predicting uhoh another solar flarebiesecker thats exactly right,NprPlanesPowerGridsNews,newsArticle,neutral,0.41172173619270325
but they have a workaround,NprPlanesPowerGridsNews,newsArticle,positive,0.4353606700897217
as long as they can see those communication satellites that sit over the equator in geostationary orbit  miles above the surface of the earth they can switch to that satcom and still get the signal throughflatow david hathaway what is it on the sun that causes this thing to happen,NprPlanesPowerGridsNews,newsArticle,neutral,0.4089500308036804
whats going on in the internal workings of the sunhathaway its magnetism pure and simple that  its magnetic fields involved in all of this,NprPlanesPowerGridsNews,newsArticle,neutral,0.4215873181819916
its magnetic fields that make the sunspots themselves that within the sun the flow of these ionized electrically charged gases produces intense magnetic fields and in some spots it gets to be you know thousands of times stronger than the earths own magnetic field strong enough that in fact it chokes off the flow of heat from inside the sun which is why sunspots appear darkbut those magnetic fields can get twisted out of shape and basically shortcircuit by reconnecting and all that magnetic energy gets released explosively,NprPlanesPowerGridsNews,newsArticle,neutral,0.4275885224342346
and so thats where it ultimately comes from is magnetism ultimately produced inside the sun that we see manifest at the surface in sunspots and above the surface in coronal features these loops where the gases in the suns hot corona are confined move along these magnetic loops above the surfaceand so we can see the presence of the magnetic fields there,NprPlanesPowerGridsNews,newsArticle,neutral,0.4415058195590973
but its  again magnetisms the key to it allflatow speaking of magnetism does our earths magnetic field that surrounds it does it protect us from any of these thingshathaway very much so yeah that the earths own magnetic field would normally look like a bar magnets magnetic field what we call a dipole field going into the north coming out of the south,NprPlanesPowerGridsNews,newsArticle,neutral,0.4206782281398773
but because its also subjected to the solar wind that blows off of the sun at a million miles an hour that solar wind drapes the earths magnetic field into a cometlike structure a tailso it pushes the magnetic field on the day side closer to the earth and it stretches it out on the night side into a long tail in back of the earth,NprPlanesPowerGridsNews,newsArticle,neutral,0.42395222187042236
so that magnetic field does protect us from charged particles but its  it can also get disrupted by the magnetic fields in these coronal mass ejections that when this magnetic explosion goes off the coronal mass ejection thats produced has magnetic field is a key part of it and that magnetic field once it hits the earth if its directed in the opposite way if its directed from north to south instead of south to north it can produce reconnections in the earths magnetic field that ultimately lead to energetic particles electrons and protons streaming back along the earths magnetic field line into the atmosphere and producing the auroraflatow wow thats terrific,NprPlanesPowerGridsNews,newsArticle,neutral,0.4422817826271057
doug did you want to jump in therebiesecker well i was going to say in addition to the aurora when the coronal mass ejection slams into the earths magnetic field that magnetic field that does protect us from the radiation storm that changing magnetic field causes problems for customersthats why the space weather prediction center is monitoring the sun hours a day to provide forecasts and get out those official watches warnings and alerts to customers because when that coronal mass ejection hits the earth currents are being induced into the power gridso the power system operators with as little as minutes of warning can protect their systems by making sure they have sufficient capacity to handle the extra currents to have people in place to turn off a transformer if it starts to overhead,NprPlanesPowerGridsNews,newsArticle,neutral,0.4426141679286957
so its something industry can respond to,NprPlanesPowerGridsNews,newsArticle,positive,0.5316997170448303
they just need to have the watches warnings and alerts to make sure theyre able toflatow now this one if i heard you correctly started less than an hour ago andbiesecker thats right andflatow and so you werent really able to get out  your prediction is at what stage compared to lets say weather forecasting,NprPlanesPowerGridsNews,newsArticle,neutral,0.42940711975097656
what stage are you at at predictingbiesecker well i think the canonical thing people use is were about to years behind weather forecasting,NprPlanesPowerGridsNews,newsArticle,positive,0.41176837682724
there are certain things where were much better than that,NprPlanesPowerGridsNews,newsArticle,positive,0.48873183131217957
with a coronal mass ejection we can observe them back at the sun and then we can predict with in fact a numerical model that we introduced on the weather service supercomputer just a couple of months ago we can use that to predict when this coronal mass ejection would arrive at earthand the storm that erupted on sunday january  erupting at  pm eastern time slammed into the earth at  am tuesday within an hour of when it was predictedflatow and the one thats predicted less than  it started an hour ago when is that going to slam into the earthbiesecker well thats  the early indications are that in fact it wont,NprPlanesPowerGridsNews,newsArticle,neutral,0.42722973227500916
because the active region has rotated away from an unfavorable position that coronal mass ejection is going to fly harmlessly off into space maybe hitting a science satellite or two on the wayflatow i think a lot of people dont realize that the sun actually rotatesbiesecker yeah the sunflatow it spins on its own axis yeahbiesecker every days on average and because of that rotation  and im going to give dave the opportunity to jump in here and talk about why thats significant  lots of very  thats one of the reasons why the sun is so interesting and we have a solar cyclehathaway yeah part of it is that it  because its a ball of gas it doesnt have to rotate like a solid ball,NprPlanesPowerGridsNews,newsArticle,neutral,0.4124006927013397
in fact it doesnt,NprPlanesPowerGridsNews,newsArticle,positive,0.49834591150283813
at the equator it rotates once in about days,NprPlanesPowerGridsNews,newsArticle,positive,0.46325403451919556
if you get near the poles it takes about days,NprPlanesPowerGridsNews,newsArticle,positive,0.41483572125434875
and so that produces a sheering motion that things get stretched out and wrapped around the sun because of it things like magnetic fields in particular and thats in fact a key part of how the magnetic fields are generated and maintained within the sun is  this is what we call differential rotation the fact that the equator is rotating faster than the polestheres a sheer layer near the surface that as you start at the surface and move inward it  the rotation speeds up then stays constant through you know  miles or so and then changes again at a layer about a quarter of the way into the sunso that rotation in fact is key to producing the magnetic fieldsflatow ,NprPlanesPowerGridsNews,newsArticle,neutral,0.4186037480831146
lets go to virginia in flint michigan,NprPlanesPowerGridsNews,newsArticle,neutral,0.413998007774353
hi virginiavirginia hiflatow hi therevirginia fascinating stuff,NprPlanesPowerGridsNews,newsArticle,positive,0.5188524723052979
weve had really warm weather here in michigan,NprPlanesPowerGridsNews,newsArticle,negative,0.39506927132606506
is this going to impact weather patterns like are we going to have a really hot summer now,NprPlanesPowerGridsNews,newsArticle,neutral,0.45536932349205017
or another question is is this going to melt the solar  excuse me  melt the icepacks and ozone and all that kind of stuff,NprPlanesPowerGridsNews,newsArticle,neutral,0.4287146329879761
i dont know if ive missed some of the answers already,NprPlanesPowerGridsNews,newsArticle,neutral,0.43838930130004883
but id be interested in how much its going to melt you know the ice thats already melting so fastflatow ok virginia thanks for calling,NprPlanesPowerGridsNews,newsArticle,positive,0.44016286730766296
well see what we can dovirginia thank youflatow uhhuhdavid hathaway yeah,NprPlanesPowerGridsNews,newsArticle,positive,0.49600839614868164
those are great questions,NprPlanesPowerGridsNews,newsArticle,positive,0.3727765679359436
the sun does influence climate to some respect but probably not weather as far as the daytoday that even though the sun got times brighter in xrays it hardly got brighter at all when you add up all the energy that the sun puts out and the earth receives,NprPlanesPowerGridsNews,newsArticle,neutral,0.4265685975551605
thats a tiny amount even over the course of a complete sunspot cycle when you go from no sunspots to you know sunspots on the sun and all of that activity the suns only about a th of percent one part in  brighter,NprPlanesPowerGridsNews,newsArticle,positive,0.4070468246936798
and so its a small change,NprPlanesPowerGridsNews,newsArticle,positive,0.4082561731338501
it has  again in the long run has a bit of an effect on climate but daytoday weather probably notflatow heres some questions a few questions different questions basically the same theme coming from the internet and people want to know how this would affect  a flare like this might affect people in space either the space station or people  astronauts on their way to mars or maybe on the moon things like thatbiesecker sure,NprPlanesPowerGridsNews,newsArticle,neutral,0.45703744888305664
well there certainly can be impacts,NprPlanesPowerGridsNews,newsArticle,positive,0.48987799882888794
the astronauts on the international space station right now have to be concerned but in general do they need to be concerned from the activity thats happening right now,NprPlanesPowerGridsNews,newsArticle,neutral,0.47524508833885193
not really,NprPlanesPowerGridsNews,newsArticle,positive,0.49392005801200867
their action  they would react at very very large levels of radiation,NprPlanesPowerGridsNews,newsArticle,positive,0.47701022028923035
theres a certain risk that theyre willing to accept a few extra  or a slightly higher risk of cancer as they age,NprPlanesPowerGridsNews,newsArticle,positive,0.4233744740486145
but the systems that theyre using can be impacted by a radiation stormso you know with the shuttle for example the robot arm couldnt be used when a radiation storm exceeded a certain level,NprPlanesPowerGridsNews,newsArticle,neutral,0.4041586220264435
so there are certain impacts they do have to be aware offlatow tell us about this huge solar storm of  the storm of  dougbiesecker well was  its kind of our perfect storm in solar physics,NprPlanesPowerGridsNews,newsArticle,positive,0.4053344428539276
so the day was thursday september  and sir richard carrington was in his house at his observatory watching the sun like he did every day and he projected this image of the sun with his telescope till it was about inches across,NprPlanesPowerGridsNews,newsArticle,neutral,0.4593357443809509
and each day he would draw the sunspots,NprPlanesPowerGridsNews,newsArticle,neutral,0.4721861481666565
